source_dataset	source_path	row_number_0based	sample_id	page	pdf_page	row_index	source_split	quality	hanzi	candidate_headword	wupin	canonical_wupin	current_label	ipa_conversion_status	cleaning_flags	issue_type	ipa_from_wupin	wupin_back	errors
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	928	pdf045_p167_0020	167	45	20	train	matched	盐鸭子	盐鸭子	yen11aeq5tsy52	yen11aeq5tsy52	ɦiẽ11æʔ5tsy52	unknown_final:en:yen	ok	forward_error	<yen11>æʔ5tsɿ52		unknown_final:en:yen
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1045	pdf052_p174_0021	174	52	21	train	matched	盐	盐	yen231	yen231	ɦiẽ231	unknown_final:en:yen	ok	forward_error	<yen231>		unknown_final:en:yen
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1046	pdf052_p174_0023	174	52	23	train	matched	盐奶	盐奶	yen11na55	yen11na55	ɦiẽ11na55	unknown_final:en:yen	ok	forward_error	<yen11>na55		unknown_final:en:yen
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1093	pdf054_p176_0019	176	54	19	train	matched	毛货	毛货	mhau33hu55	mhau33hu55	hmɤ33hu55	unknown_final:hau:mhau	ok	forward_error	<mhau33>hu55		unknown_final:hau:mhau
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1094	pdf054_p176_0020	176	54	20	train	matched	毛线	毛线	mhau33shien55	mhau33shien55	hmɤ33ɕiẽ55	unknown_final:hau:mhau	ok	forward_error	<mhau33>ɕiẽ55		unknown_final:hau:mhau
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1101	pdf054_p176_0030	176	54	30	train	low_match	零头布	狗皮	ihin33deu55pu52	ihin33deu55pu52	hiŋ33də55pu52	unknown_final:ihin:ihin	non_matched_quality:low_match;candidate_headword_differs	forward_error	<ihin33>dɤ55pu52		unknown_final:ihin:ihin
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1120	pdf055_p177_0025	177	55	25	train	matched	棉毛衫	棉毛衫	mien11mhau55saen52	mien11mhau55saen52	miẽ11hmɤ55sæ̃52	unknown_final:hau:mhau	ok	forward_error	miẽ11<mhau55>sæ̃52		unknown_final:hau:mhau
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1123	pdf055_p177_0028	177	55	28	train	matched	棉毛裤	棉毛裤	mien11mhau55khu52	mien11mhau55khu52	miẽ11hmɤ55kʰu52	unknown_final:hau:mhau	ok	forward_error	miẽ11<mhau55>kʰu52		unknown_final:hau:mhau
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1147	pdf058_p180_0019	180	58	19	train	weak_match	拦馋	拦谗	ihaen33daen52	ihaen33daen52	hiæ̃33dæ̃52	unknown_final:ihaen:ihaen	non_matched_quality:weak_match;candidate_headword_differs	forward_error	<ihaen33>dæ̃52		unknown_final:ihaen:ihaen
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1148	pdf058_p180_0020	180	58	20	train	low_match	拦馋袋	栏搀袋	ihaen33daen55de52	ihaen33daen55de52	hiæ̃33dæ̃55dᴇ52	unknown_final:ihaen:ihaen	non_matched_quality:low_match;candidate_headword_differs	forward_error	<ihaen33>dæ̃55dᴇ52		unknown_final:ihaen:ihaen
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1179	pdf060_p182_0005	182	60	5	train	matched	沿条	沿条	yen11tiau52	yen11tiau52	ɦiẽ11tiɤ52	unknown_final:en:yen	ok	forward_error	<yen11>tiɒ52		unknown_final:en:yen
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1216	pdf062_p184_0011	184	62	11	train	matched	毛墙	毛墙	mhau33jian52	mhau33jian52	hmɤ33dʑiaŋ52	unknown_final:hau:mhau	ok	forward_error	<mhau33>dʑiaŋ52		unknown_final:hau:mhau
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1238	pdf063_p185_0012	185	63	12	train	weak_match	屋檐	屋梢	uoq3yen52	uoq3yen52	uoʔ3ɦiẽ52	unknown_final:en:yen	non_matched_quality:weak_match;candidate_headword_differs	forward_error	uoʔ3<yen52>		unknown_final:en:yen
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1244	pdf063_p185_0021	185	63	21	train	weak_match	標条	椋条	pips11tiau52	pips11tiau52	piʔs11tiɤ52	unknown_final:ips:pips	non_matched_quality:weak_match;candidate_headword_differs	forward_error	<pips11>tiɒ52		unknown_final:ips:pips
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1295	pdf068_p190_0018	190	68	18	train	matched	床沿	床沿	zaon11yen52	zaon11yen52	zɒŋ11ɦiẽ52	unknown_final:en:yen	ok	forward_error	zɒŋ11<yen52>		unknown_final:en:yen
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1306	pdf069_p191_0003	191	69	3	train	matched	马桶箱	宙桶箱	mha33don55shian52	mha33don55shian52	hma33doŋ55ɕiaŋ52	unknown_final:ha:mha	candidate_headword_differs	forward_error	<mha33>doŋ55ɕiaŋ52		unknown_final:ha:mha
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1364	pdf072_p194_0017	194	72	17	train	matched	撩兜	撩兜	ihiau33teu52	ihiau33teu52	hiɤ33tə52	unknown_final:ihiau:ihiau	ok	forward_error	<ihiau33>tɤ52		unknown_final:ihiau:ihiau
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1390	pdf073_p195_0023	195	73	23	train	matched	闷盖碗	闷盖碗	mheen33ke55uoen52	mheen33ke55uoen52	hmẽ33kᴇ55uø̃52	unknown_final:heen:mheen	ok	forward_error	<mheen33>kᴇ55uø̃52		unknown_final:heen:mheen
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1451	pdf078_p200_0015	200	78	15	train	low_match	鸡毛帚	押帚	ci33mhau55tseu52	ci33mhau55tseu52	tɕi33hmɤ55tsə52	unknown_final:hau:mhau	non_matched_quality:low_match;candidate_headword_differs	forward_error	tɕi33<mhau55>tsɤ52		unknown_final:hau:mhau
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1452	pdf078_p200_0016	200	78	16	train	low_match	鸡毛掸子	观毛惮心	ci33mhau55taen55tsy52	ci33mhau55taen55tsy52	tɕi33hmɤ55tæ̃55tsy52	unknown_final:hau:mhau	non_matched_quality:low_match;candidate_headword_differs	forward_error	tɕi33<mhau55>tæ̃55tsɿ52		unknown_final:hau:mhau
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1460	pdf078_p200_0027	200	78	27	train	matched	毛纸	毛纸	mhau33tsy55	mhau33tsy55	hmɤ33tsy55	unknown_final:hau:mhau	ok	forward_error	<mhau33>tsɿ55		unknown_final:hau:mhau
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1463	pdf079_p201_0001	201	79	1	train	weak_match	马桶	咱桶	mha33don55	mha33don55	hma33doŋ55	unknown_final:ha:mha	non_matched_quality:weak_match;candidate_headword_differs	forward_error	<mha33>doŋ55		unknown_final:ha:mha
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1526	pdf081_p203_0025	203	81	25	train	matched	眉毛钳	眉毛钳	mi11mhau55geen52	mi11mhau55geen52	mi11hmɤ55ɡẽ52	unknown_final:hau:mhau	ok	forward_error	mi11<mhau55>ɡẽ52		unknown_final:hau:mhau
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1586	pdf085_p207_0011	207	85	11	train	matched	马达	马达	mha33daeq5	mha33daeq5	hma33dæʔ5	unknown_final:ha:mha	ok	forward_error	<mha33>dæʔ5		unknown_final:ha:mha
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1623	pdf088_p210_0016	210	88	16	train	matched	后势沿	后势沿	gheu115sy55yen52	gheu115sy55yen52	ɦə115sy55ɦiẽ52	unknown_final:en:yen	ok	forward_error	ɦɤ115sɿ55<yen52>		unknown_final:en:yen
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1625	pdf088_p210_0018	210	88	18	train	matched	胎毛	胎毛	the33mhau52	the33mhau52	tʰᴇ33hmɤ52	unknown_final:hau:mhau	ok	forward_error	tʰᴇ33<mhau52>		unknown_final:hau:mhau
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1647	pdf089_p211_0022	211	89	22	train	low_match	眼毛	哏瞄毛	ngaen115mhau52	ngaen115mhau52	ŋæ̃115hmɤ52	unknown_final:hau:mhau	non_matched_quality:low_match;candidate_headword_differs	forward_error	ŋæ̃115<mhau52>		unknown_final:hau:mhau
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1648	pdf089_p211_0024	211	89	24	train	matched	眉毛	眉毛	mi11mhau52	mi11mhau52	mi11hmɤ52	unknown_final:hau:mhau	ok	forward_error	mi11<mhau52>		unknown_final:hau:mhau
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1744	pdf094_p216_0019	216	94	19	train	matched	寒毛	寒毛	gheen11mhau52	gheen11mhau52	ɦẽ11hmɤ52	unknown_final:hau:mhau	ok	forward_error	ɦẽ11<mhau52>		unknown_final:hau:mhau
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1745	pdf094_p216_0021	216	94	21	train	matched	寒毛孔	寒毛孔	gheen11mhau55khuon52	gheen11mhau55khuon52	ɦẽ11hmɤ55kʰuoŋ52	unknown_final:hau:mhau	ok	forward_error	ɦẽ11<mhau55>kʰuoŋ52		unknown_final:hau:mhau
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1845	pdf101_p223_0014	223	101	14	train	matched	膏药黏	订药黏	kau33yaq5gnhien52	kau33yaq5gnhien52	kɤ33ɦiaʔ5ȵhiẽ52	unknown_final:hien:gnhien	candidate_headword_differs	forward_error	kɒ33ɦiaʔ5<gnhien52>		unknown_final:hien:gnhien
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	1873	pdf102_p224_0025	224	102	25	train	matched	小毛头	小毛头	shiau335mhau55deu52	shiau335mhau55deu52	ɕiɤ335hmɤ55də52	unknown_final:hau:mhau	ok	forward_error	ɕiɒ335<mhau55>dɤ52		unknown_final:hau:mhau
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	2011	pdf111_p233_0018	233	111	18	train	matched	演员	演员	yen115yoen52	yen115yoen52	ɦiẽ115ɦiø̃52	unknown_final:en:yen	ok	forward_error	<yen115>ɦiø̃52		unknown_final:en:yen
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	2048	pdf113_p235_0025	235	113	25	train	matched	阿妹	阿妹	o33mhe55	o33mhe55	ɒ33hmᴇ55	unknown_final:he:mhe	ok	forward_error	o33<mhe55>		unknown_final:he:mhe
trocr_direct_span_all_clean_conf70_nobracket	ipa_ocr_work\dataset\shaoxing_pdf136_clean\trocr_direct_span_all_clean_conf70_nobracket\eval_manifest.tsv	2049	pdf113_p235_0026	235	113	26	train	matched	妹妹	妹妹	mhe33mhe33	mhe33mhe33	hmᴇ33hmᴇ33	unknown_final:he:mhe;unknown_final:he:mhe	ok	forward_error	<mhe33><mhe33>		unknown_final:he:mhe;unknown_final:he:mhe
